h3_08,municipio,operator,variable,median
884995864bfffff,Tlalpan,Telcel,m_download_mbps,32.0725
884995864dfffff,Tlalpan,AT&T,m_download_mbps,0.265
884995864dfffff,Tlalpan,Telcel,m_download_mbps,85.349
8849958651fffff,Tlalpan,ALTAN Redes,m_download_mbps,1.431
8849958653fffff,Tlalpan,ALTAN Redes,m_download_mbps,3.13
8849958655fffff,Tlalpan,ALTAN Redes,m_download_mbps,2.5869999999999997
8849958655fffff,Tlalpan,AT&T,m_download_mbps,0.805
8849958655fffff,Tlalpan,Movistar,m_download_mbps,2.165
8849958655fffff,Tlalpan,Telcel,m_download_mbps,11.4305
8849958657fffff,Tlalpan,ALTAN Redes,m_download_mbps,1.597
8849958657fffff,Tlalpan,AT&T,m_download_mbps,2.635
8849958659fffff,Tlalpan,Telcel,m_download_mbps,5.329
884995865bfffff,Tlalpan,ALTAN Redes,m_download_mbps,1.5005
884995865bfffff,Tlalpan,AT&T,m_download_mbps,3.67
884995865bfffff,Tlalpan,Telcel,m_download_mbps,29.429
884995865dfffff,Tlalpan,ALTAN Redes,m_download_mbps,18.416
884995865dfffff,Tlalpan,AT&T,m_download_mbps,77.415
884995865dfffff,Tlalpan,Movistar,m_download_mbps,10.666
884995865dfffff,Tlalpan,Telcel,m_download_mbps,26.349
8849958661fffff,Tlalpan,Telcel,m_download_mbps,1.593
8849958663fffff,Tlalpan,ALTAN Redes,m_download_mbps,34.763
8849958663fffff,Tlalpan,AT&T,m_download_mbps,8.745
8849958663fffff,Tlalpan,Movistar,m_download_mbps,1.344
8849958663fffff,Tlalpan,Telcel,m_download_mbps,2.73
8849958667fffff,Tlalpan,ALTAN Redes,m_download_mbps,19.117
8849958667fffff,Tlalpan,AT&T,m_download_mbps,85.295
8849958667fffff,Tlalpan,Movistar,m_download_mbps,1.002
8849958667fffff,Tlalpan,Telcel,m_download_mbps,42.274
8849958669fffff,Tlalpan,ALTAN Redes,m_download_mbps,3.6155
8849958669fffff,Tlalpan,Telcel,m_download_mbps,36.26
884995866bfffff,Tlalpan,ALTAN Redes,m_download_mbps,2.702
884995866bfffff,Tlalpan,Telcel,m_download_mbps,16.267
884995866dfffff,Tlalpan,ALTAN Redes,m_download_mbps,2.367
884995866dfffff,Tlalpan,Movistar,m_download_mbps,1.062
884995866dfffff,Tlalpan,Telcel,m_download_mbps,15.236
8849958681fffff,Tlalpan,ALTAN Redes,m_download_mbps,10.6325
8849958681fffff,Tlalpan,AT&T,m_download_mbps,22.034
8849958681fffff,Tlalpan,Movistar,m_download_mbps,24.3485
8849958681fffff,Tlalpan,Telcel,m_download_mbps,18.719
8849958683fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,9.786
8849958683fffff,La Magdalena Contreras,AT&T,m_download_mbps,9.428
8849958683fffff,La Magdalena Contreras,Movistar,m_download_mbps,15.303
8849958683fffff,La Magdalena Contreras,Telcel,m_download_mbps,30.3295
8849958683fffff,Tlalpan,ALTAN Redes,m_download_mbps,23.883499999999998
8849958683fffff,Tlalpan,AT&T,m_download_mbps,22.0325
8849958683fffff,Tlalpan,Movistar,m_download_mbps,19.571
8849958683fffff,Tlalpan,Telcel,m_download_mbps,21.715
8849958685fffff,Tlalpan,ALTAN Redes,m_download_mbps,20.201
8849958685fffff,Tlalpan,AT&T,m_download_mbps,23.489
8849958685fffff,Tlalpan,Movistar,m_download_mbps,20.982
8849958685fffff,Tlalpan,Telcel,m_download_mbps,40.697500000000005
8849958687fffff,Tlalpan,ALTAN Redes,m_download_mbps,17.17
8849958687fffff,Tlalpan,AT&T,m_download_mbps,5.021
8849958687fffff,Tlalpan,Movistar,m_download_mbps,18.943
8849958687fffff,Tlalpan,Telcel,m_download_mbps,13.911
8849958689fffff,Tlalpan,ALTAN Redes,m_download_mbps,14.8675
8849958689fffff,Tlalpan,AT&T,m_download_mbps,8.583
8849958689fffff,Tlalpan,Movistar,m_download_mbps,13.837
8849958689fffff,Tlalpan,Telcel,m_download_mbps,29.408
884995868bfffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,5.83
884995868bfffff,La Magdalena Contreras,Telcel,m_download_mbps,32.219
884995868bfffff,Tlalpan,ALTAN Redes,m_download_mbps,12.69
884995868bfffff,Tlalpan,Movistar,m_download_mbps,10.441
884995868bfffff,Tlalpan,Telcel,m_download_mbps,33.1915
884995868dfffff,Tlalpan,ALTAN Redes,m_download_mbps,8.844000000000001
884995868dfffff,Tlalpan,AT&T,m_download_mbps,6.805
884995868dfffff,Tlalpan,Movistar,m_download_mbps,9.6425
884995868dfffff,Tlalpan,Telcel,m_download_mbps,32.017
8849958691fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,13.427
8849958691fffff,La Magdalena Contreras,AT&T,m_download_mbps,4.779
8849958691fffff,La Magdalena Contreras,Movistar,m_download_mbps,17.3685
8849958691fffff,La Magdalena Contreras,Telcel,m_download_mbps,25.336
8849958693fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,8.288499999999999
8849958693fffff,La Magdalena Contreras,AT&T,m_download_mbps,7.8309999999999995
8849958693fffff,La Magdalena Contreras,Movistar,m_download_mbps,2.8815
8849958693fffff,La Magdalena Contreras,Telcel,m_download_mbps,31.632
8849958695fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,26.1715
8849958695fffff,La Magdalena Contreras,AT&T,m_download_mbps,52.349
8849958695fffff,La Magdalena Contreras,Movistar,m_download_mbps,64.9195
8849958695fffff,La Magdalena Contreras,Telcel,m_download_mbps,53.4965
8849958697fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,10.9855
8849958697fffff,La Magdalena Contreras,AT&T,m_download_mbps,29.626
8849958697fffff,La Magdalena Contreras,Movistar,m_download_mbps,12.238
8849958697fffff,La Magdalena Contreras,Telcel,m_download_mbps,40.203
8849958699fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,5.248
8849958699fffff,La Magdalena Contreras,AT&T,m_download_mbps,15.841
884995869bfffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,5.7705
884995869bfffff,La Magdalena Contreras,AT&T,m_download_mbps,8.387
884995869bfffff,La Magdalena Contreras,Movistar,m_download_mbps,19.242
884995869bfffff,La Magdalena Contreras,Telcel,m_download_mbps,29.228
884995869dfffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,5.569
884995869dfffff,La Magdalena Contreras,AT&T,m_download_mbps,30.731
884995869dfffff,La Magdalena Contreras,Movistar,m_download_mbps,5.845
884995869dfffff,La Magdalena Contreras,Telcel,m_download_mbps,29.154
884995869dfffff,Tlalpan,ALTAN Redes,m_download_mbps,8.8505
884995869dfffff,Tlalpan,AT&T,m_download_mbps,6.8735
884995869dfffff,Tlalpan,Telcel,m_download_mbps,34.859
88499586a1fffff,Tlalpan,ALTAN Redes,m_download_mbps,4.4079999999999995
88499586a1fffff,Tlalpan,AT&T,m_download_mbps,3.083
88499586a1fffff,Tlalpan,Movistar,m_download_mbps,2.234
88499586a1fffff,Tlalpan,Telcel,m_download_mbps,14.950500000000002
88499586a3fffff,Tlalpan,ALTAN Redes,m_download_mbps,8.779
88499586a3fffff,Tlalpan,AT&T,m_download_mbps,2.983
88499586a3fffff,Tlalpan,Movistar,m_download_mbps,2.452
88499586a3fffff,Tlalpan,Telcel,m_download_mbps,45.6045
88499586a3fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,2.152
88499586a3fffff,Álvaro Obregón,AT&T,m_download_mbps,18.935000000000002
88499586a3fffff,Álvaro Obregón,Movistar,m_download_mbps,4.1505
88499586a3fffff,Álvaro Obregón,Telcel,m_download_mbps,34.512
88499586a5fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.787
88499586a5fffff,Tlalpan,AT&T,m_download_mbps,13.376
88499586a5fffff,Tlalpan,Movistar,m_download_mbps,31.599999999999998
88499586a5fffff,Tlalpan,Telcel,m_download_mbps,11.027
88499586a7fffff,Coyoacán,ALTAN Redes,m_download_mbps,12.303
88499586a7fffff,Coyoacán,AT&T,m_download_mbps,20.631500000000003
88499586a7fffff,Coyoacán,Movistar,m_download_mbps,28.8
88499586a7fffff,Coyoacán,Telcel,m_download_mbps,78.0315
88499586a7fffff,Tlalpan,ALTAN Redes,m_download_mbps,10.277
88499586a7fffff,Tlalpan,AT&T,m_download_mbps,9.189
88499586a7fffff,Tlalpan,Movistar,m_download_mbps,14.091000000000001
88499586a7fffff,Tlalpan,Telcel,m_download_mbps,35.336
88499586a7fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,24.9745
88499586a7fffff,Álvaro Obregón,AT&T,m_download_mbps,50.38
88499586a7fffff,Álvaro Obregón,Movistar,m_download_mbps,16.2
88499586a7fffff,Álvaro Obregón,Telcel,m_download_mbps,17.977
88499586a9fffff,Tlalpan,ALTAN Redes,m_download_mbps,2.9795
88499586a9fffff,Tlalpan,AT&T,m_download_mbps,3.029
88499586a9fffff,Tlalpan,Movistar,m_download_mbps,5.623
88499586a9fffff,Tlalpan,Telcel,m_download_mbps,26.968
88499586abfffff,Tlalpan,ALTAN Redes,m_download_mbps,13.062
88499586abfffff,Tlalpan,AT&T,m_download_mbps,43.357
88499586abfffff,Tlalpan,Movistar,m_download_mbps,40.248999999999995
88499586abfffff,Tlalpan,Telcel,m_download_mbps,42.46
88499586adfffff,Tlalpan,ALTAN Redes,m_download_mbps,17.003
88499586adfffff,Tlalpan,AT&T,m_download_mbps,10.542
88499586adfffff,Tlalpan,Movistar,m_download_mbps,2.916
88499586adfffff,Tlalpan,Telcel,m_download_mbps,35.489
88499586b1fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,7.244
88499586b1fffff,La Magdalena Contreras,AT&T,m_download_mbps,28.5165
88499586b1fffff,La Magdalena Contreras,Movistar,m_download_mbps,26.634
88499586b1fffff,La Magdalena Contreras,Telcel,m_download_mbps,34.696
88499586b1fffff,Tlalpan,ALTAN Redes,m_download_mbps,8.177
88499586b1fffff,Tlalpan,AT&T,m_download_mbps,18.387
88499586b1fffff,Tlalpan,Movistar,m_download_mbps,14.1755
88499586b1fffff,Tlalpan,Telcel,m_download_mbps,30.907
88499586b3fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,11.4555
88499586b3fffff,La Magdalena Contreras,AT&T,m_download_mbps,18.390500000000003
88499586b3fffff,La Magdalena Contreras,Movistar,m_download_mbps,13.770499999999998
88499586b3fffff,La Magdalena Contreras,Telcel,m_download_mbps,45.961
88499586b5fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,1.313
88499586b5fffff,La Magdalena Contreras,AT&T,m_download_mbps,1.289
88499586b5fffff,La Magdalena Contreras,Movistar,m_download_mbps,10.843
88499586b5fffff,La Magdalena Contreras,Telcel,m_download_mbps,56.8565
88499586b5fffff,Tlalpan,ALTAN Redes,m_download_mbps,3.112
88499586b5fffff,Tlalpan,AT&T,m_download_mbps,2.2
88499586b5fffff,Tlalpan,Movistar,m_download_mbps,1.966
88499586b5fffff,Tlalpan,Telcel,m_download_mbps,48.562
88499586b5fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,3.694
88499586b5fffff,Álvaro Obregón,AT&T,m_download_mbps,15.687
88499586b5fffff,Álvaro Obregón,Movistar,m_download_mbps,16.921
88499586b5fffff,Álvaro Obregón,Telcel,m_download_mbps,43.2935
88499586b7fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,9.324
88499586b7fffff,La Magdalena Contreras,AT&T,m_download_mbps,9.366
88499586b7fffff,La Magdalena Contreras,Movistar,m_download_mbps,21.165
88499586b7fffff,La Magdalena Contreras,Telcel,m_download_mbps,50.336
88499586b7fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,6.822
88499586b7fffff,Álvaro Obregón,AT&T,m_download_mbps,11.012
88499586b7fffff,Álvaro Obregón,Movistar,m_download_mbps,14.349
88499586b7fffff,Álvaro Obregón,Telcel,m_download_mbps,48.076
88499586b9fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,12.449
88499586b9fffff,La Magdalena Contreras,AT&T,m_download_mbps,17.2815
88499586b9fffff,La Magdalena Contreras,Movistar,m_download_mbps,4.27
88499586b9fffff,La Magdalena Contreras,Telcel,m_download_mbps,51.782
88499586b9fffff,Tlalpan,ALTAN Redes,m_download_mbps,14.509
88499586b9fffff,Tlalpan,AT&T,m_download_mbps,13.442
88499586b9fffff,Tlalpan,Movistar,m_download_mbps,11.077
88499586b9fffff,Tlalpan,Telcel,m_download_mbps,64.739
88499586bbfffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,30.006
88499586bbfffff,La Magdalena Contreras,AT&T,m_download_mbps,28.716
88499586bbfffff,La Magdalena Contreras,Movistar,m_download_mbps,45.795500000000004
88499586bbfffff,La Magdalena Contreras,Telcel,m_download_mbps,54.677
88499586bdfffff,Tlalpan,ALTAN Redes,m_download_mbps,9.533
88499586bdfffff,Tlalpan,AT&T,m_download_mbps,3.3195
88499586bdfffff,Tlalpan,Movistar,m_download_mbps,16.6675
88499586bdfffff,Tlalpan,Telcel,m_download_mbps,33.417500000000004
88499586c1fffff,Tlalpan,ALTAN Redes,m_download_mbps,0.504
88499586c1fffff,Tlalpan,AT&T,m_download_mbps,1.474
88499586c1fffff,Tlalpan,Telcel,m_download_mbps,0.953
88499586c3fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.531
88499586c3fffff,Tlalpan,AT&T,m_download_mbps,4.967
88499586c3fffff,Tlalpan,Movistar,m_download_mbps,10.9235
88499586c3fffff,Tlalpan,Telcel,m_download_mbps,67.109
88499586c5fffff,Tlalpan,ALTAN Redes,m_download_mbps,7.683
88499586c5fffff,Tlalpan,AT&T,m_download_mbps,15.655999999999999
88499586c5fffff,Tlalpan,Movistar,m_download_mbps,24.463
88499586c5fffff,Tlalpan,Telcel,m_download_mbps,17.225
88499586c7fffff,Tlalpan,ALTAN Redes,m_download_mbps,9.836500000000001
88499586c7fffff,Tlalpan,AT&T,m_download_mbps,11.5745
88499586c7fffff,Tlalpan,Telcel,m_download_mbps,47.125
88499586c9fffff,Tlalpan,ALTAN Redes,m_download_mbps,0.192
88499586cbfffff,Tlalpan,ALTAN Redes,m_download_mbps,2.22
88499586cbfffff,Tlalpan,Telcel,m_download_mbps,30.233
88499586d1fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,3.27
88499586d5fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,0.874
88499586d5fffff,La Magdalena Contreras,AT&T,m_download_mbps,18.478
88499586d5fffff,Tlalpan,ALTAN Redes,m_download_mbps,4.272
88499586d5fffff,Tlalpan,AT&T,m_download_mbps,43.756
88499586d5fffff,Tlalpan,Movistar,m_download_mbps,51.2685
88499586d5fffff,Tlalpan,Telcel,m_download_mbps,56.01
88499586d7fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,2.257
88499586d7fffff,La Magdalena Contreras,AT&T,m_download_mbps,29.288
88499586d7fffff,La Magdalena Contreras,Telcel,m_download_mbps,14.221
88499586ddfffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,1.024
88499586ddfffff,La Magdalena Contreras,AT&T,m_download_mbps,16.944
88499586ddfffff,La Magdalena Contreras,Movistar,m_download_mbps,21.259
88499586ddfffff,La Magdalena Contreras,Telcel,m_download_mbps,23.147
88499586ddfffff,Tlalpan,AT&T,m_download_mbps,14.384
88499586ddfffff,Tlalpan,Movistar,m_download_mbps,40.642
88499586e1fffff,Tlalpan,ALTAN Redes,m_download_mbps,11.904
88499586e1fffff,Tlalpan,AT&T,m_download_mbps,24.524
88499586e1fffff,Tlalpan,Movistar,m_download_mbps,22.4775
88499586e1fffff,Tlalpan,Telcel,m_download_mbps,24.1385
88499586e3fffff,Tlalpan,ALTAN Redes,m_download_mbps,22.779
88499586e3fffff,Tlalpan,AT&T,m_download_mbps,4.293
88499586e3fffff,Tlalpan,Movistar,m_download_mbps,13.636
88499586e3fffff,Tlalpan,Telcel,m_download_mbps,38.239000000000004
88499586e5fffff,Tlalpan,ALTAN Redes,m_download_mbps,13.58
88499586e5fffff,Tlalpan,Movistar,m_download_mbps,13.494499999999999
88499586e5fffff,Tlalpan,Telcel,m_download_mbps,71.773
88499586e7fffff,Tlalpan,ALTAN Redes,m_download_mbps,16.268
88499586e7fffff,Tlalpan,AT&T,m_download_mbps,9.09
88499586e7fffff,Tlalpan,Movistar,m_download_mbps,8.338
88499586e7fffff,Tlalpan,Telcel,m_download_mbps,30.1415
88499586e9fffff,Tlalpan,ALTAN Redes,m_download_mbps,22.883000000000003
88499586e9fffff,Tlalpan,AT&T,m_download_mbps,90.204
88499586e9fffff,Tlalpan,Movistar,m_download_mbps,31.333
88499586ebfffff,Tlalpan,ALTAN Redes,m_download_mbps,3.507
88499586ebfffff,Tlalpan,AT&T,m_download_mbps,9.96
88499586ebfffff,Tlalpan,Movistar,m_download_mbps,19.327
88499586ebfffff,Tlalpan,Telcel,m_download_mbps,37.08
88499586edfffff,Tlalpan,ALTAN Redes,m_download_mbps,33.138000000000005
88499586edfffff,Tlalpan,AT&T,m_download_mbps,12.6595
88499586edfffff,Tlalpan,Movistar,m_download_mbps,64.112
88499586edfffff,Tlalpan,Telcel,m_download_mbps,23.237499999999997
8849958701fffff,Xochimilco,ALTAN Redes,m_download_mbps,2.499
8849958701fffff,Xochimilco,AT&T,m_download_mbps,22.6925
8849958701fffff,Xochimilco,Movistar,m_download_mbps,13.197
8849958701fffff,Xochimilco,Telcel,m_download_mbps,11.636000000000001
8849958703fffff,Xochimilco,ALTAN Redes,m_download_mbps,10.283999999999999
8849958703fffff,Xochimilco,AT&T,m_download_mbps,30.078000000000003
8849958703fffff,Xochimilco,Movistar,m_download_mbps,51.95099999999999
8849958703fffff,Xochimilco,Telcel,m_download_mbps,12.534
8849958705fffff,Xochimilco,ALTAN Redes,m_download_mbps,6.4425
8849958705fffff,Xochimilco,AT&T,m_download_mbps,2.82
8849958705fffff,Xochimilco,Movistar,m_download_mbps,9.4855
8849958705fffff,Xochimilco,Telcel,m_download_mbps,19.729
8849958707fffff,Xochimilco,ALTAN Redes,m_download_mbps,15.6985
8849958707fffff,Xochimilco,AT&T,m_download_mbps,25.8
8849958707fffff,Xochimilco,Movistar,m_download_mbps,10.154
8849958707fffff,Xochimilco,Telcel,m_download_mbps,25.521
8849958709fffff,Xochimilco,ALTAN Redes,m_download_mbps,3.9815
8849958709fffff,Xochimilco,Movistar,m_download_mbps,1.847
8849958709fffff,Xochimilco,Telcel,m_download_mbps,13.530000000000001
884995870bfffff,Xochimilco,ALTAN Redes,m_download_mbps,5.424
884995870bfffff,Xochimilco,AT&T,m_download_mbps,2.947
884995870bfffff,Xochimilco,Movistar,m_download_mbps,9.209
884995870bfffff,Xochimilco,Telcel,m_download_mbps,29.403
884995870dfffff,Xochimilco,ALTAN Redes,m_download_mbps,2.878
884995870dfffff,Xochimilco,AT&T,m_download_mbps,2.211
884995870dfffff,Xochimilco,Movistar,m_download_mbps,30.9
884995870dfffff,Xochimilco,Telcel,m_download_mbps,14.056
8849958711fffff,Tlalpan,ALTAN Redes,m_download_mbps,7.214
8849958711fffff,Tlalpan,AT&T,m_download_mbps,37.474000000000004
8849958711fffff,Tlalpan,Movistar,m_download_mbps,16.121
8849958711fffff,Tlalpan,Telcel,m_download_mbps,14.491
8849958713fffff,Tlalpan,ALTAN Redes,m_download_mbps,10.9375
8849958713fffff,Tlalpan,Movistar,m_download_mbps,0.686
8849958713fffff,Tlalpan,Telcel,m_download_mbps,29.092
8849958715fffff,Xochimilco,AT&T,m_download_mbps,20.626
8849958715fffff,Xochimilco,Movistar,m_download_mbps,2.786
8849958715fffff,Xochimilco,Telcel,m_download_mbps,29.084
8849958717fffff,Tlalpan,AT&T,m_download_mbps,25.2305
8849958717fffff,Tlalpan,Movistar,m_download_mbps,17.738
8849958717fffff,Tlalpan,Telcel,m_download_mbps,22.926
8849958717fffff,Xochimilco,ALTAN Redes,m_download_mbps,10.036999999999999
8849958717fffff,Xochimilco,AT&T,m_download_mbps,5.68
8849958717fffff,Xochimilco,Telcel,m_download_mbps,28.4025
8849958719fffff,Tlalpan,ALTAN Redes,m_download_mbps,16.692
8849958719fffff,Tlalpan,AT&T,m_download_mbps,6.239
8849958719fffff,Tlalpan,Movistar,m_download_mbps,7.6845
8849958719fffff,Tlalpan,Telcel,m_download_mbps,67.777
884995871bfffff,Tlalpan,ALTAN Redes,m_download_mbps,14.9085
884995871bfffff,Tlalpan,AT&T,m_download_mbps,2.534
884995871bfffff,Tlalpan,Movistar,m_download_mbps,18.951
884995871bfffff,Tlalpan,Telcel,m_download_mbps,38.866
884995871dfffff,Tlalpan,ALTAN Redes,m_download_mbps,6.573
884995871dfffff,Tlalpan,AT&T,m_download_mbps,3.998
884995871dfffff,Tlalpan,Telcel,m_download_mbps,32.549
884995871dfffff,Xochimilco,ALTAN Redes,m_download_mbps,2.718
884995871dfffff,Xochimilco,Telcel,m_download_mbps,95.037
8849958721fffff,Xochimilco,ALTAN Redes,m_download_mbps,14.4675
8849958721fffff,Xochimilco,AT&T,m_download_mbps,19.107
8849958721fffff,Xochimilco,Movistar,m_download_mbps,78.6575
8849958721fffff,Xochimilco,Telcel,m_download_mbps,55.819
8849958723fffff,Xochimilco,ALTAN Redes,m_download_mbps,2.805
8849958723fffff,Xochimilco,AT&T,m_download_mbps,25.998
8849958723fffff,Xochimilco,Movistar,m_download_mbps,9.6965
8849958723fffff,Xochimilco,Telcel,m_download_mbps,36.861
8849958725fffff,Xochimilco,ALTAN Redes,m_download_mbps,9.275
8849958725fffff,Xochimilco,AT&T,m_download_mbps,8.778
8849958725fffff,Xochimilco,Movistar,m_download_mbps,27.826999999999998
8849958725fffff,Xochimilco,Telcel,m_download_mbps,10.791
8849958727fffff,Xochimilco,ALTAN Redes,m_download_mbps,10.149
8849958727fffff,Xochimilco,AT&T,m_download_mbps,10.11
8849958727fffff,Xochimilco,Movistar,m_download_mbps,5.8445
8849958727fffff,Xochimilco,Telcel,m_download_mbps,32.952
8849958729fffff,Xochimilco,ALTAN Redes,m_download_mbps,22.256
8849958729fffff,Xochimilco,AT&T,m_download_mbps,1.226
8849958729fffff,Xochimilco,Movistar,m_download_mbps,2.3575
8849958729fffff,Xochimilco,Telcel,m_download_mbps,18.9525
884995872bfffff,Xochimilco,ALTAN Redes,m_download_mbps,18.827
884995872bfffff,Xochimilco,AT&T,m_download_mbps,16.3385
884995872bfffff,Xochimilco,Movistar,m_download_mbps,18.0085
884995872bfffff,Xochimilco,Telcel,m_download_mbps,61.869
884995872dfffff,Xochimilco,ALTAN Redes,m_download_mbps,9.975
884995872dfffff,Xochimilco,AT&T,m_download_mbps,14.096
884995872dfffff,Xochimilco,Movistar,m_download_mbps,12.809
884995872dfffff,Xochimilco,Telcel,m_download_mbps,22.1965
8849958731fffff,Xochimilco,ALTAN Redes,m_download_mbps,6.733
8849958731fffff,Xochimilco,AT&T,m_download_mbps,13.336
8849958731fffff,Xochimilco,Movistar,m_download_mbps,2.6544999999999996
8849958731fffff,Xochimilco,Telcel,m_download_mbps,48.845
8849958733fffff,Xochimilco,ALTAN Redes,m_download_mbps,36.589
8849958733fffff,Xochimilco,AT&T,m_download_mbps,27.4185
8849958733fffff,Xochimilco,Movistar,m_download_mbps,23.0465
8849958733fffff,Xochimilco,Telcel,m_download_mbps,43.057
8849958735fffff,Xochimilco,ALTAN Redes,m_download_mbps,5.61
8849958735fffff,Xochimilco,AT&T,m_download_mbps,1.673
8849958735fffff,Xochimilco,Movistar,m_download_mbps,6.388
8849958735fffff,Xochimilco,Telcel,m_download_mbps,31.002000000000002
8849958737fffff,Xochimilco,ALTAN Redes,m_download_mbps,7.719
8849958737fffff,Xochimilco,AT&T,m_download_mbps,27.448999999999998
8849958737fffff,Xochimilco,Movistar,m_download_mbps,35.079
8849958737fffff,Xochimilco,Telcel,m_download_mbps,44.476
8849958739fffff,Xochimilco,ALTAN Redes,m_download_mbps,7.408
8849958739fffff,Xochimilco,AT&T,m_download_mbps,3.6805000000000003
8849958739fffff,Xochimilco,Movistar,m_download_mbps,0.692
8849958739fffff,Xochimilco,Telcel,m_download_mbps,35.763
884995873bfffff,Xochimilco,ALTAN Redes,m_download_mbps,21.212
884995873bfffff,Xochimilco,AT&T,m_download_mbps,26.73
884995873bfffff,Xochimilco,Movistar,m_download_mbps,27.204500000000003
