h3_08,municipio,operator,variable,median
884995b963fffff,Gustavo A. Madero,Movistar,m_latency,38.0
884995b963fffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b965fffff,Gustavo A. Madero,ALTAN Redes,m_latency,83.0
884995b965fffff,Gustavo A. Madero,Movistar,m_latency,35.0
884995b965fffff,Venustiano Carranza,ALTAN Redes,m_latency,22.0
884995b965fffff,Venustiano Carranza,AT&T,m_latency,18.0
884995b965fffff,Venustiano Carranza,Telcel,m_latency,23.0
884995b967fffff,Gustavo A. Madero,ALTAN Redes,m_latency,74.0
884995b967fffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b967fffff,Gustavo A. Madero,Movistar,m_latency,35.0
884995b967fffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b969fffff,Venustiano Carranza,ALTAN Redes,m_latency,61.0
884995b969fffff,Venustiano Carranza,AT&T,m_latency,24.0
884995b969fffff,Venustiano Carranza,Movistar,m_latency,50.0
884995b969fffff,Venustiano Carranza,Telcel,m_latency,26.5
884995b96bfffff,Gustavo A. Madero,ALTAN Redes,m_latency,68.0
884995b96bfffff,Gustavo A. Madero,AT&T,m_latency,20.0
884995b96bfffff,Gustavo A. Madero,Movistar,m_latency,32.0
884995b96bfffff,Gustavo A. Madero,Telcel,m_latency,19.0
884995b96bfffff,Venustiano Carranza,ALTAN Redes,m_latency,79.0
884995b96bfffff,Venustiano Carranza,AT&T,m_latency,24.5
884995b96bfffff,Venustiano Carranza,Movistar,m_latency,29.0
884995b96bfffff,Venustiano Carranza,Telcel,m_latency,25.0
884995b96dfffff,Venustiano Carranza,ALTAN Redes,m_latency,56.0
884995b96dfffff,Venustiano Carranza,Movistar,m_latency,43.0
884995b96dfffff,Venustiano Carranza,Telcel,m_latency,24.0
884995b981fffff,Gustavo A. Madero,ALTAN Redes,m_latency,93.0
884995b981fffff,Gustavo A. Madero,AT&T,m_latency,27.5
884995b981fffff,Gustavo A. Madero,Movistar,m_latency,38.0
884995b985fffff,Gustavo A. Madero,ALTAN Redes,m_latency,64.0
884995b985fffff,Gustavo A. Madero,AT&T,m_latency,26.0
884995b985fffff,Gustavo A. Madero,Movistar,m_latency,33.5
884995b985fffff,Gustavo A. Madero,Telcel,m_latency,30.0
884995b989fffff,Gustavo A. Madero,ALTAN Redes,m_latency,71.0
884995b989fffff,Gustavo A. Madero,AT&T,m_latency,26.0
884995b989fffff,Gustavo A. Madero,Movistar,m_latency,42.0
884995b989fffff,Gustavo A. Madero,Telcel,m_latency,25.0
884995b98bfffff,Gustavo A. Madero,ALTAN Redes,m_latency,56.5
884995b98bfffff,Gustavo A. Madero,AT&T,m_latency,19.0
884995b98bfffff,Gustavo A. Madero,Movistar,m_latency,36.0
884995b98bfffff,Gustavo A. Madero,Telcel,m_latency,21.5
884995b98dfffff,Gustavo A. Madero,ALTAN Redes,m_latency,64.5
884995b98dfffff,Gustavo A. Madero,AT&T,m_latency,20.0
884995b98dfffff,Gustavo A. Madero,Movistar,m_latency,43.0
884995b98dfffff,Gustavo A. Madero,Telcel,m_latency,24.0
884995b991fffff,Gustavo A. Madero,ALTAN Redes,m_latency,66.0
884995b991fffff,Gustavo A. Madero,AT&T,m_latency,24.0
884995b991fffff,Gustavo A. Madero,Movistar,m_latency,66.0
884995b991fffff,Gustavo A. Madero,Telcel,m_latency,36.0
884995b993fffff,Gustavo A. Madero,ALTAN Redes,m_latency,43.0
884995b993fffff,Gustavo A. Madero,AT&T,m_latency,25.0
884995b993fffff,Gustavo A. Madero,Movistar,m_latency,49.0
884995b993fffff,Gustavo A. Madero,Telcel,m_latency,20.0
884995b997fffff,Gustavo A. Madero,Movistar,m_latency,69.0
884995b999fffff,Gustavo A. Madero,ALTAN Redes,m_latency,59.5
884995b999fffff,Gustavo A. Madero,AT&T,m_latency,21.0
884995b999fffff,Gustavo A. Madero,Movistar,m_latency,50.0
884995b999fffff,Gustavo A. Madero,Telcel,m_latency,26.0
884995b99bfffff,Gustavo A. Madero,ALTAN Redes,m_latency,63.5
884995b99bfffff,Gustavo A. Madero,AT&T,m_latency,21.0
884995b99bfffff,Gustavo A. Madero,Movistar,m_latency,40.0
884995b99bfffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b99dfffff,Gustavo A. Madero,ALTAN Redes,m_latency,50.0
884995b99dfffff,Gustavo A. Madero,AT&T,m_latency,19.0
884995b99dfffff,Gustavo A. Madero,Movistar,m_latency,34.0
884995b99dfffff,Gustavo A. Madero,Telcel,m_latency,25.0
884995b9a9fffff,Gustavo A. Madero,ALTAN Redes,m_latency,71.5
884995b9a9fffff,Gustavo A. Madero,AT&T,m_latency,20.0
884995b9a9fffff,Gustavo A. Madero,Movistar,m_latency,23.0
884995b9a9fffff,Gustavo A. Madero,Telcel,m_latency,26.0
884995b9c1fffff,Gustavo A. Madero,ALTAN Redes,m_latency,69.0
884995b9c1fffff,Gustavo A. Madero,AT&T,m_latency,27.0
884995b9c1fffff,Gustavo A. Madero,Movistar,m_latency,51.0
884995b9c1fffff,Gustavo A. Madero,Telcel,m_latency,24.0
884995b9c3fffff,Gustavo A. Madero,ALTAN Redes,m_latency,64.0
884995b9c3fffff,Gustavo A. Madero,AT&T,m_latency,24.0
884995b9c3fffff,Gustavo A. Madero,Movistar,m_latency,39.5
884995b9c3fffff,Gustavo A. Madero,Telcel,m_latency,26.0
884995b9c5fffff,Gustavo A. Madero,ALTAN Redes,m_latency,68.0
884995b9c5fffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b9c5fffff,Gustavo A. Madero,Movistar,m_latency,55.0
884995b9c5fffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995b9c7fffff,Gustavo A. Madero,ALTAN Redes,m_latency,67.5
884995b9c7fffff,Gustavo A. Madero,AT&T,m_latency,22.0
884995b9c7fffff,Gustavo A. Madero,Movistar,m_latency,38.0
884995b9c7fffff,Gustavo A. Madero,Telcel,m_latency,26.0
884995b9c9fffff,Gustavo A. Madero,ALTAN Redes,m_latency,30.0
884995b9c9fffff,Gustavo A. Madero,AT&T,m_latency,21.0
884995b9c9fffff,Gustavo A. Madero,Movistar,m_latency,37.0
884995b9c9fffff,Gustavo A. Madero,Telcel,m_latency,24.0
884995b9cbfffff,Gustavo A. Madero,ALTAN Redes,m_latency,68.0
884995b9cbfffff,Gustavo A. Madero,AT&T,m_latency,24.0
884995b9cbfffff,Gustavo A. Madero,Movistar,m_latency,40.0
884995b9cbfffff,Gustavo A. Madero,Telcel,m_latency,25.0
884995b9cdfffff,Gustavo A. Madero,ALTAN Redes,m_latency,66.0
884995b9cdfffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b9cdfffff,Gustavo A. Madero,Movistar,m_latency,44.0
884995b9cdfffff,Gustavo A. Madero,Telcel,m_latency,25.0
884995b9d1fffff,Gustavo A. Madero,ALTAN Redes,m_latency,68.5
884995b9d1fffff,Gustavo A. Madero,AT&T,m_latency,24.0
884995b9d1fffff,Gustavo A. Madero,Movistar,m_latency,43.5
884995b9d1fffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995b9d3fffff,Gustavo A. Madero,ALTAN Redes,m_latency,61.0
884995b9d3fffff,Gustavo A. Madero,AT&T,m_latency,31.0
884995b9d3fffff,Gustavo A. Madero,Movistar,m_latency,35.0
884995b9d3fffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995b9d5fffff,Gustavo A. Madero,ALTAN Redes,m_latency,64.0
884995b9d5fffff,Gustavo A. Madero,AT&T,m_latency,21.0
884995b9d5fffff,Gustavo A. Madero,Movistar,m_latency,36.0
884995b9d5fffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995b9d7fffff,Gustavo A. Madero,ALTAN Redes,m_latency,59.5
884995b9d7fffff,Gustavo A. Madero,AT&T,m_latency,22.0
884995b9d7fffff,Gustavo A. Madero,Movistar,m_latency,40.0
884995b9d7fffff,Gustavo A. Madero,Telcel,m_latency,22.5
884995b9d9fffff,Gustavo A. Madero,ALTAN Redes,m_latency,62.0
884995b9d9fffff,Gustavo A. Madero,AT&T,m_latency,20.0
884995b9d9fffff,Gustavo A. Madero,Movistar,m_latency,38.0
884995b9d9fffff,Gustavo A. Madero,Telcel,m_latency,24.0
884995b9dbfffff,Gustavo A. Madero,ALTAN Redes,m_latency,67.0
884995b9dbfffff,Gustavo A. Madero,AT&T,m_latency,22.0
884995b9dbfffff,Gustavo A. Madero,Movistar,m_latency,38.0
884995b9dbfffff,Gustavo A. Madero,Telcel,m_latency,24.0
884995b9ddfffff,Gustavo A. Madero,ALTAN Redes,m_latency,63.0
884995b9ddfffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b9ddfffff,Gustavo A. Madero,Movistar,m_latency,37.5
884995b9ddfffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b9e1fffff,Gustavo A. Madero,ALTAN Redes,m_latency,65.0
884995b9e1fffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b9e1fffff,Gustavo A. Madero,Movistar,m_latency,37.0
884995b9e1fffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b9e3fffff,Gustavo A. Madero,ALTAN Redes,m_latency,62.0
884995b9e3fffff,Gustavo A. Madero,AT&T,m_latency,28.0
884995b9e3fffff,Gustavo A. Madero,Movistar,m_latency,41.0
884995b9e3fffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995b9e5fffff,Gustavo A. Madero,ALTAN Redes,m_latency,63.0
884995b9e5fffff,Gustavo A. Madero,AT&T,m_latency,22.0
884995b9e5fffff,Gustavo A. Madero,Movistar,m_latency,33.0
884995b9e5fffff,Gustavo A. Madero,Telcel,m_latency,22.5
884995b9e7fffff,Gustavo A. Madero,ALTAN Redes,m_latency,58.0
884995b9e7fffff,Gustavo A. Madero,AT&T,m_latency,23.0
884995b9e7fffff,Gustavo A. Madero,Movistar,m_latency,32.0
884995b9e7fffff,Gustavo A. Madero,Telcel,m_latency,29.0
884995b9e9fffff,Gustavo A. Madero,ALTAN Redes,m_latency,38.5
884995b9e9fffff,Gustavo A. Madero,AT&T,m_latency,21.5
884995b9e9fffff,Gustavo A. Madero,Movistar,m_latency,32.0
884995b9e9fffff,Gustavo A. Madero,Telcel,m_latency,22.0
884995b9ebfffff,Gustavo A. Madero,ALTAN Redes,m_latency,68.0
884995b9ebfffff,Gustavo A. Madero,AT&T,m_latency,25.5
884995b9ebfffff,Gustavo A. Madero,Movistar,m_latency,47.5
884995b9ebfffff,Gustavo A. Madero,Telcel,m_latency,28.0
884995b9edfffff,Gustavo A. Madero,ALTAN Redes,m_latency,53.0
884995b9edfffff,Gustavo A. Madero,AT&T,m_latency,26.0
884995b9edfffff,Gustavo A. Madero,Movistar,m_latency,30.0
884995b9edfffff,Gustavo A. Madero,Telcel,m_latency,23.0
884995ba01fffff,Benito Juárez,ALTAN Redes,m_latency,70.0
884995ba01fffff,Benito Juárez,AT&T,m_latency,23.0
884995ba01fffff,Benito Juárez,Movistar,m_latency,43.5
884995ba01fffff,Benito Juárez,Telcel,m_latency,24.0
884995ba01fffff,Cuauhtémoc,ALTAN Redes,m_latency,68.0
884995ba01fffff,Cuauhtémoc,AT&T,m_latency,25.0
884995ba01fffff,Cuauhtémoc,Movistar,m_latency,45.0
884995ba01fffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba01fffff,Miguel Hidalgo,ALTAN Redes,m_latency,55.5
884995ba01fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995ba01fffff,Miguel Hidalgo,Movistar,m_latency,39.0
884995ba01fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995ba03fffff,Cuauhtémoc,ALTAN Redes,m_latency,61.0
884995ba03fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba03fffff,Cuauhtémoc,Movistar,m_latency,40.0
884995ba03fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba03fffff,Miguel Hidalgo,ALTAN Redes,m_latency,70.5
884995ba03fffff,Miguel Hidalgo,AT&T,m_latency,25.0
884995ba03fffff,Miguel Hidalgo,Movistar,m_latency,45.0
884995ba03fffff,Miguel Hidalgo,Telcel,m_latency,21.0
884995ba05fffff,Benito Juárez,ALTAN Redes,m_latency,67.0
884995ba05fffff,Benito Juárez,AT&T,m_latency,23.0
884995ba05fffff,Benito Juárez,Movistar,m_latency,40.0
884995ba05fffff,Benito Juárez,Telcel,m_latency,25.0
884995ba05fffff,Cuauhtémoc,ALTAN Redes,m_latency,66.0
884995ba05fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba05fffff,Cuauhtémoc,Movistar,m_latency,36.0
884995ba05fffff,Cuauhtémoc,Telcel,m_latency,26.5
884995ba07fffff,Cuauhtémoc,ALTAN Redes,m_latency,65.0
884995ba07fffff,Cuauhtémoc,AT&T,m_latency,26.0
884995ba07fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995ba07fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba09fffff,Benito Juárez,ALTAN Redes,m_latency,67.0
884995ba09fffff,Benito Juárez,AT&T,m_latency,24.0
884995ba09fffff,Benito Juárez,Movistar,m_latency,39.0
884995ba09fffff,Benito Juárez,Telcel,m_latency,24.0
884995ba0bfffff,Benito Juárez,ALTAN Redes,m_latency,68.5
884995ba0bfffff,Benito Juárez,AT&T,m_latency,22.5
884995ba0bfffff,Benito Juárez,Movistar,m_latency,31.5
884995ba0bfffff,Benito Juárez,Telcel,m_latency,22.0
884995ba0bfffff,Miguel Hidalgo,ALTAN Redes,m_latency,58.0
884995ba0bfffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995ba0bfffff,Miguel Hidalgo,Movistar,m_latency,38.0
884995ba0bfffff,Miguel Hidalgo,Telcel,m_latency,24.5
884995ba0dfffff,Benito Juárez,ALTAN Redes,m_latency,70.0
884995ba0dfffff,Benito Juárez,AT&T,m_latency,23.0
884995ba0dfffff,Benito Juárez,Movistar,m_latency,36.0
884995ba0dfffff,Benito Juárez,Telcel,m_latency,21.5
884995ba11fffff,Miguel Hidalgo,ALTAN Redes,m_latency,66.5
884995ba11fffff,Miguel Hidalgo,AT&T,m_latency,21.0
884995ba11fffff,Miguel Hidalgo,Movistar,m_latency,36.0
884995ba11fffff,Miguel Hidalgo,Telcel,m_latency,22.5
884995ba13fffff,Miguel Hidalgo,ALTAN Redes,m_latency,59.0
884995ba13fffff,Miguel Hidalgo,AT&T,m_latency,23.0
884995ba13fffff,Miguel Hidalgo,Movistar,m_latency,40.5
884995ba13fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995ba15fffff,Cuauhtémoc,ALTAN Redes,m_latency,50.5
884995ba15fffff,Cuauhtémoc,AT&T,m_latency,25.0
884995ba15fffff,Cuauhtémoc,Movistar,m_latency,42.0
884995ba15fffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba15fffff,Miguel Hidalgo,ALTAN Redes,m_latency,69.0
884995ba15fffff,Miguel Hidalgo,AT&T,m_latency,24.5
884995ba15fffff,Miguel Hidalgo,Movistar,m_latency,42.0
884995ba15fffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995ba17fffff,Miguel Hidalgo,ALTAN Redes,m_latency,71.0
884995ba17fffff,Miguel Hidalgo,AT&T,m_latency,30.0
884995ba17fffff,Miguel Hidalgo,Movistar,m_latency,48.5
884995ba17fffff,Miguel Hidalgo,Telcel,m_latency,28.0
884995ba19fffff,Miguel Hidalgo,ALTAN Redes,m_latency,68.0
884995ba19fffff,Miguel Hidalgo,AT&T,m_latency,23.0
884995ba19fffff,Miguel Hidalgo,Movistar,m_latency,33.5
884995ba19fffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995ba19fffff,Álvaro Obregón,ALTAN Redes,m_latency,65.0
884995ba19fffff,Álvaro Obregón,AT&T,m_latency,23.0
884995ba19fffff,Álvaro Obregón,Movistar,m_latency,38.0
884995ba19fffff,Álvaro Obregón,Telcel,m_latency,19.0
884995ba1bfffff,Miguel Hidalgo,ALTAN Redes,m_latency,64.0
884995ba1bfffff,Miguel Hidalgo,AT&T,m_latency,18.0
884995ba1bfffff,Miguel Hidalgo,Movistar,m_latency,30.5
884995ba1bfffff,Miguel Hidalgo,Telcel,m_latency,26.0
884995ba1dfffff,Cuauhtémoc,ALTAN Redes,m_latency,67.5
884995ba1dfffff,Cuauhtémoc,AT&T,m_latency,23.0
884995ba1dfffff,Cuauhtémoc,Movistar,m_latency,35.0
884995ba1dfffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba1dfffff,Miguel Hidalgo,ALTAN Redes,m_latency,67.0
884995ba1dfffff,Miguel Hidalgo,AT&T,m_latency,20.0
884995ba1dfffff,Miguel Hidalgo,Movistar,m_latency,39.0
884995ba1dfffff,Miguel Hidalgo,Telcel,m_latency,23.0
884995ba21fffff,Cuauhtémoc,ALTAN Redes,m_latency,64.0
884995ba21fffff,Cuauhtémoc,AT&T,m_latency,24.0
884995ba21fffff,Cuauhtémoc,Movistar,m_latency,41.5
884995ba21fffff,Cuauhtémoc,Telcel,m_latency,24.0
884995ba23fffff,Cuauhtémoc,ALTAN Redes,m_latency,63.0
884995ba23fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba23fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995ba23fffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba25fffff,Cuauhtémoc,ALTAN Redes,m_latency,66.0
884995ba25fffff,Cuauhtémoc,AT&T,m_latency,19.0
884995ba25fffff,Cuauhtémoc,Movistar,m_latency,38.0
884995ba25fffff,Cuauhtémoc,Telcel,m_latency,21.5
884995ba27fffff,Cuauhtémoc,ALTAN Redes,m_latency,68.0
884995ba27fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba27fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995ba27fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba29fffff,Benito Juárez,ALTAN Redes,m_latency,68.0
884995ba29fffff,Benito Juárez,AT&T,m_latency,25.0
884995ba29fffff,Benito Juárez,Movistar,m_latency,42.0
884995ba29fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba29fffff,Cuauhtémoc,ALTAN Redes,m_latency,77.0
884995ba29fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba29fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995ba29fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba2bfffff,Cuauhtémoc,ALTAN Redes,m_latency,71.0
884995ba2bfffff,Cuauhtémoc,AT&T,m_latency,22.0
884995ba2bfffff,Cuauhtémoc,Movistar,m_latency,38.0
884995ba2bfffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba2dfffff,Benito Juárez,ALTAN Redes,m_latency,63.0
884995ba2dfffff,Benito Juárez,AT&T,m_latency,19.0
884995ba2dfffff,Benito Juárez,Movistar,m_latency,42.0
884995ba2dfffff,Benito Juárez,Telcel,m_latency,21.0
884995ba2dfffff,Cuauhtémoc,ALTAN Redes,m_latency,68.5
884995ba2dfffff,Cuauhtémoc,AT&T,m_latency,19.0
884995ba2dfffff,Cuauhtémoc,Movistar,m_latency,48.0
884995ba2dfffff,Cuauhtémoc,Telcel,m_latency,21.0
884995ba31fffff,Cuauhtémoc,ALTAN Redes,m_latency,64.0
884995ba31fffff,Cuauhtémoc,AT&T,m_latency,20.0
884995ba31fffff,Cuauhtémoc,Movistar,m_latency,38.0
884995ba31fffff,Cuauhtémoc,Telcel,m_latency,25.0
884995ba33fffff,Cuauhtémoc,ALTAN Redes,m_latency,62.0
884995ba33fffff,Cuauhtémoc,AT&T,m_latency,22.0
884995ba33fffff,Cuauhtémoc,Movistar,m_latency,42.5
884995ba33fffff,Cuauhtémoc,Telcel,m_latency,23.5
884995ba33fffff,Miguel Hidalgo,ALTAN Redes,m_latency,66.0
884995ba33fffff,Miguel Hidalgo,AT&T,m_latency,22.0
884995ba33fffff,Miguel Hidalgo,Movistar,m_latency,38.0
884995ba33fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995ba35fffff,Cuauhtémoc,ALTAN Redes,m_latency,63.0
884995ba35fffff,Cuauhtémoc,AT&T,m_latency,24.0
884995ba35fffff,Cuauhtémoc,Movistar,m_latency,40.0
884995ba35fffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba37fffff,Cuauhtémoc,ALTAN Redes,m_latency,65.0
884995ba37fffff,Cuauhtémoc,AT&T,m_latency,24.0
884995ba37fffff,Cuauhtémoc,Movistar,m_latency,39.0
884995ba37fffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba39fffff,Cuauhtémoc,ALTAN Redes,m_latency,66.0
884995ba39fffff,Cuauhtémoc,AT&T,m_latency,23.0
884995ba39fffff,Cuauhtémoc,Movistar,m_latency,43.0
884995ba39fffff,Cuauhtémoc,Telcel,m_latency,23.0
884995ba3bfffff,Cuauhtémoc,ALTAN Redes,m_latency,69.0
884995ba3bfffff,Cuauhtémoc,AT&T,m_latency,21.0
884995ba3bfffff,Cuauhtémoc,Movistar,m_latency,38.0
884995ba3bfffff,Cuauhtémoc,Telcel,m_latency,27.0
884995ba3bfffff,Miguel Hidalgo,ALTAN Redes,m_latency,62.0
884995ba3bfffff,Miguel Hidalgo,AT&T,m_latency,23.0
884995ba3bfffff,Miguel Hidalgo,Movistar,m_latency,42.0
884995ba3bfffff,Miguel Hidalgo,Telcel,m_latency,24.0
884995ba3dfffff,Cuauhtémoc,ALTAN Redes,m_latency,66.0
884995ba3dfffff,Cuauhtémoc,AT&T,m_latency,21.0
884995ba3dfffff,Cuauhtémoc,Movistar,m_latency,46.5
884995ba3dfffff,Cuauhtémoc,Telcel,m_latency,22.0
884995ba41fffff,Benito Juárez,ALTAN Redes,m_latency,73.0
884995ba41fffff,Benito Juárez,AT&T,m_latency,20.0
884995ba41fffff,Benito Juárez,Movistar,m_latency,37.0
884995ba41fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba43fffff,Benito Juárez,ALTAN Redes,m_latency,68.0
884995ba43fffff,Benito Juárez,AT&T,m_latency,24.0
884995ba43fffff,Benito Juárez,Movistar,m_latency,36.0
884995ba43fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba45fffff,Benito Juárez,ALTAN Redes,m_latency,63.0
884995ba45fffff,Benito Juárez,AT&T,m_latency,27.0
884995ba45fffff,Benito Juárez,Movistar,m_latency,40.5
884995ba45fffff,Benito Juárez,Telcel,m_latency,22.0
884995ba47fffff,Benito Juárez,ALTAN Redes,m_latency,62.0
884995ba47fffff,Benito Juárez,AT&T,m_latency,23.0
884995ba47fffff,Benito Juárez,Movistar,m_latency,37.0
884995ba47fffff,Benito Juárez,Telcel,m_latency,22.0
884995ba49fffff,Benito Juárez,ALTAN Redes,m_latency,67.0
884995ba49fffff,Benito Juárez,AT&T,m_latency,22.0
884995ba49fffff,Benito Juárez,Movistar,m_latency,38.0
884995ba49fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba49fffff,Álvaro Obregón,ALTAN Redes,m_latency,74.0
884995ba49fffff,Álvaro Obregón,Telcel,m_latency,23.0
884995ba4bfffff,Benito Juárez,ALTAN Redes,m_latency,61.0
884995ba4bfffff,Benito Juárez,AT&T,m_latency,21.0
884995ba4bfffff,Benito Juárez,Movistar,m_latency,39.0
884995ba4bfffff,Benito Juárez,Telcel,m_latency,22.0
884995ba4dfffff,Benito Juárez,ALTAN Redes,m_latency,66.0
884995ba4dfffff,Benito Juárez,AT&T,m_latency,23.0
884995ba4dfffff,Benito Juárez,Movistar,m_latency,41.5
884995ba4dfffff,Benito Juárez,Telcel,m_latency,22.5
884995ba51fffff,Álvaro Obregón,ALTAN Redes,m_latency,56.0
884995ba51fffff,Álvaro Obregón,AT&T,m_latency,24.0
884995ba51fffff,Álvaro Obregón,Movistar,m_latency,36.0
884995ba51fffff,Álvaro Obregón,Telcel,m_latency,24.0
884995ba53fffff,Miguel Hidalgo,ALTAN Redes,m_latency,36.0
884995ba53fffff,Miguel Hidalgo,Telcel,m_latency,41.0
884995ba53fffff,Álvaro Obregón,ALTAN Redes,m_latency,59.0
884995ba53fffff,Álvaro Obregón,AT&T,m_latency,22.0
884995ba53fffff,Álvaro Obregón,Movistar,m_latency,39.0
884995ba53fffff,Álvaro Obregón,Telcel,m_latency,22.0
884995ba55fffff,Benito Juárez,ALTAN Redes,m_latency,59.0
884995ba55fffff,Benito Juárez,AT&T,m_latency,25.0
884995ba55fffff,Benito Juárez,Movistar,m_latency,38.0
884995ba55fffff,Benito Juárez,Telcel,m_latency,22.0
884995ba55fffff,Miguel Hidalgo,ALTAN Redes,m_latency,32.5
884995ba55fffff,Miguel Hidalgo,AT&T,m_latency,39.0
884995ba55fffff,Miguel Hidalgo,Telcel,m_latency,14.0
884995ba55fffff,Álvaro Obregón,ALTAN Redes,m_latency,67.0
884995ba55fffff,Álvaro Obregón,AT&T,m_latency,19.5
884995ba55fffff,Álvaro Obregón,Movistar,m_latency,23.5
884995ba55fffff,Álvaro Obregón,Telcel,m_latency,26.0
884995ba57fffff,Benito Juárez,ALTAN Redes,m_latency,22.0
884995ba57fffff,Benito Juárez,AT&T,m_latency,21.5
884995ba57fffff,Benito Juárez,Telcel,m_latency,16.0
884995ba57fffff,Miguel Hidalgo,ALTAN Redes,m_latency,69.0
884995ba57fffff,Miguel Hidalgo,AT&T,m_latency,21.5
884995ba57fffff,Miguel Hidalgo,Movistar,m_latency,41.0
884995ba57fffff,Miguel Hidalgo,Telcel,m_latency,22.0
884995ba57fffff,Álvaro Obregón,ALTAN Redes,m_latency,72.0
884995ba57fffff,Álvaro Obregón,AT&T,m_latency,21.5
884995ba57fffff,Álvaro Obregón,Movistar,m_latency,46.0
884995ba57fffff,Álvaro Obregón,Telcel,m_latency,23.0
884995ba59fffff,Álvaro Obregón,ALTAN Redes,m_latency,73.0
884995ba59fffff,Álvaro Obregón,AT&T,m_latency,25.0
884995ba59fffff,Álvaro Obregón,Movistar,m_latency,38.0
884995ba59fffff,Álvaro Obregón,Telcel,m_latency,23.0
884995ba5bfffff,Álvaro Obregón,ALTAN Redes,m_latency,52.0
884995ba5bfffff,Álvaro Obregón,AT&T,m_latency,21.0
884995ba5bfffff,Álvaro Obregón,Movistar,m_latency,33.0
884995ba5bfffff,Álvaro Obregón,Telcel,m_latency,22.0
884995ba5dfffff,Benito Juárez,ALTAN Redes,m_latency,64.0
884995ba5dfffff,Benito Juárez,AT&T,m_latency,21.0
884995ba5dfffff,Benito Juárez,Movistar,m_latency,36.5
884995ba5dfffff,Benito Juárez,Telcel,m_latency,23.0
884995ba5dfffff,Álvaro Obregón,ALTAN Redes,m_latency,69.0
884995ba5dfffff,Álvaro Obregón,AT&T,m_latency,22.0
884995ba5dfffff,Álvaro Obregón,Movistar,m_latency,41.5
884995ba5dfffff,Álvaro Obregón,Telcel,m_latency,23.0
884995ba61fffff,Benito Juárez,ALTAN Redes,m_latency,66.0
884995ba61fffff,Benito Juárez,AT&T,m_latency,24.0
884995ba61fffff,Benito Juárez,Movistar,m_latency,39.0
884995ba61fffff,Benito Juárez,Telcel,m_latency,23.0
884995ba63fffff,Benito Juárez,ALTAN Redes,m_latency,60.0
884995ba63fffff,Benito Juárez,AT&T,m_latency,22.5
884995ba63fffff,Benito Juárez,Movistar,m_latency,43.0
884995ba63fffff,Benito Juárez,Telcel,m_latency,22.0
884995ba65fffff,Benito Juárez,ALTAN Redes,m_latency,67.5
884995ba65fffff,Benito Juárez,AT&T,m_latency,19.0
884995ba65fffff,Benito Juárez,Movistar,m_latency,39.0
884995ba65fffff,Benito Juárez,Telcel,m_latency,24.0
884995ba67fffff,Benito Juárez,ALTAN Redes,m_latency,64.0
884995ba67fffff,Benito Juárez,AT&T,m_latency,25.0
